id_	over/under	perc_associated_foreground	perc_associated_background	fold_enrichment_foreground_2_background	foreground_count	foreground_n	background_count	background_n	p_uncorrected	FDR	description	ANs_foreground
...GO:0019538	u	23.892	26.325	0.908	275	1151	303	1151	0.194	1	protein metabolic process	P02309, P02406, P02407, P02829, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06101, P07256, P07257, P07263, P07280, P07283, P09435, P09798, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0C2I9, P0CH08, P0CX23, P0CX25, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10507, P10591, P10592, P10664, P11484, P11914, P12687, P12945, P14120, P14126, P14682, P14742, P14832, P15646, P15731, P15790, P16474, P17076, P17157, P17255, P17558, P17967, P19454, P19812, P19881, P19882, P19955, P21243, P21965, P22141, P22217, P22354, P22515, P22579, P23248, P23292, P23293, P25037, P25039, P25357, P25366, P25375, P25443, P25451, P25491, P25554, P25567, P25694, P25719, P26321, P26783, P26784, P26785, P28263, P29295, P29453, P29952, P31383, P31385, P31539, P32324, P32379, P32447, P32454, P32494, P32495, P32496, P32499, P32561, P32565, P32571, P32657, P32776, P32833, P32898, P33297, P33298, P33299, P33309, P33442, P34167, P34247, P35169, P35177, P35189, P35191, P35691, P35997, P36124, P36534, P36775, P37302, P37898, P38074, P38129, P38255, P38264, P38351, P38624, P38701, P38754, P38779, P38788, P38791, P38806, P38827, P38911, P39010, P39073, P39726, P39925, P39938, P39956, P39979, P40081, P40160, P40185, P40212, P40327, P40505, P40517, P40525, P40693, P40963, P41057, P41058, P41805, P41895, P41920, P41921, P41940, P42073, P43572, P43583, P43588, P43616, P46784, P46964, P46990, P47120, P47124, P48164, P48361, P48510, P48525, P48589, P49166, P49167, P52488, P52910, P53040, P53044, P53064, P53163, P53165, P53193, P53221, P53549, P53691, P53741, P53875, P53940, P53973, P60010, P80428, P89105, Q01163, Q01389, Q01476, Q01574, Q01662, Q01855, Q01939, Q02159, Q02326, Q02336, Q02724, Q02753, Q02776, Q02890, Q02908, Q02950, Q03012, Q03280, Q03330, Q03434, Q03761, Q03792, Q03799, Q03833, Q03940, Q04003, Q04673, Q04779, Q05506, Q05580, Q05775, Q06103, Q06205, Q06592, Q06624, Q06629, Q06697, Q07457, Q07458, Q07540, Q07794, Q08649, Q08689, Q12018, Q12060, Q12250, Q12287, Q12306, Q12314, Q12348, Q12377, Q12433, Q12472, Q12504, Q12508, Q12514, Q12672, Q3E754, Q99314
....GO:0016054	o	3.215	2.259	1.423	37	1151	26	1151	0.201	1	organic acid catabolic process	P00330, P00331, P00927, P06169, P07246, P07275, P07991, P09624, P09959, P19262, P23542, P25302, P25379, P28817, P32419, P32771, P33327, P37303, P38137, P38891, P39678, P39726, P39954, P40489, P41338, P46681, P47039, P47176, P48015, P49095, P52893, P53438, Q01802, Q04792, Q08822, Q12428, Q12480
....GO:0044448	u	2.259	3.215	0.703	26	1151	37	1151	0.201	1	cell cortex part	P15891, P17536, P21576, P25343, P25369, P28495, P32457, P32468, P32521, P32599, P34216, P38266, P43603, P47008, P47117, P53252, P60010, Q02201, Q03048, Q04947, Q06440, Q06449, Q12156, Q12230, Q12306, Q99287
...GO:2000241	o	1.303	0.695	1.875	15	1151	8	1151	0.208	1	regulation of reproductive process	P09959, P14832, P20050, P22082, P25357, P31111, P32561, P32591, P35187, P36124, P38827, P38911, P39010, P53860, Q03012
.....GO:0010564	o	3.301	2.346	1.407	38	1151	27	1151	0.208	1	regulation of cell cycle process	P09959, P14832, P20050, P21951, P22147, P25357, P25588, P29311, P31111, P31383, P32499, P32561, P32582, P34216, P35187, P36124, P38827, P38850, P38911, P38934, P40316, P40457, P40466, P40517, P41813, P41920, P42073, P53148, P53168, P53267, P53313, P53860, Q02455, Q03012, Q03790, Q06639, Q07457, Q12114
..GO:0005487	o	0.956	0.434	2.200	11	1151	5	1151	0.209	1	nucleocytoplasmic transporter activity	P14907, P20676, P30822, P32499, P39705, P40457, P49687, P52918, Q02455, Q03790, Q05166
.....GO:2001020	o	0.956	0.434	2.200	11	1151	5	1151	0.209	1	regulation of response to DNA damage stimulus	P14922, P16649, P27692, P38351, P38850, P40151, P53064, P89105, Q06411, Q06697, Q07794
...GO:0022613	o	4.778	3.649	1.310	55	1151	42	1151	0.213	1	ribonucleoprotein complex biogenesis	P05737, P05744, P05759, P07280, P0CH08, P10962, P10964, P22138, P29295, P29547, P33201, P35169, P36009, P36049, P36080, P36136, P37838, P38112, P38754, P38961, P39744, P39935, P40007, P40024, P40078, P40525, P40693, P43586, P46669, P47006, P47019, P48164, P48234, P53136, P53221, P53261, P53313, P53914, P53927, P53941, P89886, Q01080, Q02892, Q03195, Q03532, Q04217, Q04225, Q04347, Q04660, Q06214, Q06287, Q08746, Q08972, Q12754, Q99207
....GO:0004722	u	0.087	0.434	0.200	1	1151	5	1151	0.218	1	protein serine/threonine phosphatase activity	P31383
....GO:0008194	u	0.087	0.434	0.200	1	1151	5	1151	0.218	1	UDP-glycosyltransferase activity	Q00764
.....GO:0015926	u	0.087	0.434	0.200	1	1151	5	1151	0.218	1	glucosidase activity	P38158
.....GO:0043604	u	9.557	11.208	0.853	110	1151	129	1151	0.219	1	amide biosynthetic process	P02406, P02407, P03965, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P07245, P07259, P07263, P07280, P09440, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10664, P11484, P12687, P14120, P14126, P17076, P17558, P19955, P22354, P23248, P23542, P25039, P25443, P25567, P26321, P26783, P26784, P26785, P29453, P32495, P33309, P33442, P34167, P34247, P35691, P35997, P36534, P38122, P38701, P38754, P38787, P38788, P39925, P39938, P40185, P40212, P40525, P40693, P41057, P41058, P41805, P46784, P46990, P48164, P48525, P48589, P49089, P49166, P49167, P53163, P53221, P53875, Q01163, Q01855, Q02046, Q02326, Q02753, Q02950, Q03799, Q05506, Q05775, Q12074, Q12672, Q3E754
.....GO:0050801	u	1.998	2.867	0.697	23	1151	33	1151	0.223	1	ion homeostasis	P00445, P05030, P16140, P16861, P16862, P17255, P21373, P22203, P25374, P31412, P32563, P33302, P37012, P38636, P38988, P39111, P39986, P41807, P48360, P48836, Q06493, Q07540, Q08179
...GO:0120038	u	0.521	1.043	0.500	6	1151	12	1151	0.236	1	plasma membrane bounded cell projection part	P06787, P07560, P31383, P32457, P39960, P43603
..GO:0044455	u	2.867	3.823	0.750	33	1151	44	1151	0.246	1	mitochondrial membrane part	P00427, P00830, P04037, P04840, P05626, P07213, P07251, P07256, P07257, P09457, P10507, P14066, P16547, P21560, P25694, P30902, P35191, P36112, P36147, P38077, P38345, P38523, P39925, P39952, P42949, P43594, Q00711, Q01852, Q02776, Q06405, Q07914, Q08822, Q6Q560
....GO:0032984	o	2.520	1.738	1.450	29	1151	20	1151	0.248	1	macromolecular complex disassembly	P01123, P05453, P06634, P10591, P11484, P12385, P16521, P18480, P20449, P24384, P25694, P31539, P32447, P32571, P32597, P32602, P32832, P33309, P41805, P43609, Q01560, Q02206, Q03048, Q03195, Q04067, Q05123, Q06411, Q06639, Q08421
......GO:0043648	o	2.520	1.738	1.450	29	1151	20	1151	0.248	1	dicarboxylic acid metabolic process	P00890, P07245, P07262, P07275, P07991, P08417, P08566, P09440, P09624, P10869, P13663, P17505, P19262, P19955, P20967, P21954, P23542, P28241, P28777, P28834, P32419, P32449, P33327, P36013, P38137, Q01802, Q04401, Q04792, Q06178
....GO:0006518	u	9.731	11.295	0.862	112	1151	130	1151	0.248	1	peptide metabolic process	P02406, P02407, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P07263, P07280, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10664, P11484, P12687, P14120, P14126, P17076, P17558, P17695, P19955, P22354, P23248, P25039, P25375, P25443, P25567, P26321, P26783, P26784, P26785, P28273, P29453, P29547, P32454, P32495, P33309, P33442, P34167, P34247, P35691, P35997, P36008, P36534, P37898, P38701, P38754, P38788, P39109, P39925, P39938, P40185, P40212, P40327, P40525, P40693, P41057, P41058, P41805, P41921, P43616, P46784, P46990, P48164, P48525, P48589, P49166, P49167, P53163, P53221, P53875, Q01163, Q01855, Q02326, Q02753, Q02950, Q03799, Q05506, Q05775, Q07540, Q12672, Q3E754
.....GO:0006812	u	3.041	3.997	0.761	35	1151	46	1151	0.258	1	cation transport	P00427, P00830, P04037, P05030, P05626, P07251, P07256, P07257, P09457, P13587, P16140, P16861, P16862, P17255, P22203, P25297, P30624, P30902, P31412, P32563, P38077, P38636, P38695, P39004, P39111, P39986, P40202, P41807, P48836, P49573, Q01926, Q06405, Q06493, Q08179, Q12287
.......GO:2001252	o	1.129	0.608	1.857	13	1151	7	1151	0.261	1	positive regulation of chromosome organization	P02829, P23293, P25694, P28707, P32447, P35817, P38351, P38827, P40466, P40489, P89105, Q02336, Q06697
..GO:0007163	u	0.956	1.564	0.611	11	1151	18	1151	0.262	1	establishment or maintenance of cell polarity	P17536, P32457, P32468, P32521, P39960, P40075, P40531, P60010, Q01389, Q02201, Q12114
..GO:0019898	u	0.956	1.564	0.611	11	1151	18	1151	0.262	1	extrinsic component of membrane	P14066, P28272, P32602, P35169, P35191, Q01852, Q02201, Q06671, Q07878, Q08245, Q6Q560
....GO:0050000	o	0.782	0.348	2.250	9	1151	4	1151	0.265	1	chromosome localization	P06105, P38850, P39705, P40457, P49687, Q02455, Q03281, Q03661, Q03707
..GO:0032259	o	4.170	3.215	1.297	48	1151	37	1151	0.269	1	methylation	P02309, P05374, P05694, P06785, P0CX37, P15565, P15646, P15790, P19454, P25087, P25443, P25582, P25627, P32833, P33750, P34247, P35194, P36009, P38074, P38205, P38793, P38827, P38961, P40055, P40493, P41814, P47083, P48015, P49017, P53254, P53941, Q03012, Q03774, Q04217, Q04371, Q04500, Q05022, Q06287, Q06506, Q06679, Q08965, Q12136, Q12220, Q12314, Q12460, Q12499, Q12504, Q99207
...GO:0061024	u	3.215	4.170	0.771	37	1151	48	1151	0.269	1	membrane organization	P01123, P04710, P06787, P07213, P07560, P18239, P21576, P22217, P22943, P24280, P25343, P25694, P29295, P32571, P32602, P36015, P36112, P38300, P39109, P39952, P39968, P40046, P40075, P40961, P43585, P43594, P47075, Q00955, Q02725, Q02776, Q03281, Q03707, Q03868, Q06493, Q07878, Q08179, Q99287
....GO:0005739	o	11.208	9.731	1.152	129	1151	112	1151	0.276	1	mitochondrion	P00358, P00359, P00360, P00447, P00560, P00890, P00924, P00925, P00927, P00942, P00950, P01120, P02994, P04037, P04803, P04806, P04807, P04840, P06115, P06168, P06208, P07213, P07251, P07256, P07257, P07263, P07342, P07806, P07991, P08417, P09440, P0C5N3, P0CS91, P10592, P12709, P12887, P13188, P14540, P15108, P15565, P16387, P16547, P16861, P16862, P16965, P17106, P17505, P17695, P19882, P21560, P21954, P22936, P23180, P23542, P25039, P25372, P25374, P25694, P25719, P26793, P27692, P28239, P28241, P28817, P31378, P32190, P32340, P32445, P32454, P32463, P32473, P32898, P34227, P35691, P36013, P36141, P37292, P38071, P38087, P38088, P38122, P38264, P38705, P38884, P39522, P39533, P39726, P39976, P40053, P40495, P40825, P40961, P43588, P46367, P46655, P47039, P47176, P48015, P48525, P49095, P52893, P53075, P53081, P53193, P53219, P53297, P53312, P53598, P53889, P54115, Q00711, Q01574, Q01802, Q01976, Q03558, Q04013, Q05506, Q05933, Q06177, Q07540, Q08162, Q08686, Q08742, Q08822, Q12122, Q12166, Q12287, Q12305, Q12480
....GO:0005794	u	1.564	2.259	0.692	18	1151	26	1151	0.287	1	Golgi apparatus	P11076, P17442, P17898, P24280, P25375, P29295, P31412, P36015, P38116, P38153, P39010, P39111, P43585, Q02725, Q04947, Q06704, Q07878, Q12154
.....GO:0046352	o	0.521	0.174	3.000	6	1151	2	1151	0.288	1	disaccharide catabolic process	P18480, P18888, P22082, P32356, P32591, P38158
..GO:0032505	u	0.174	0.521	0.333	2	1151	6	1151	0.288	1	reproduction of a single-celled organism	P06787, P32521
..GO:0019954	u	0.174	0.521	0.333	2	1151	6	1151	0.288	1	asexual reproduction	P06787, P32521
....GO:0048278	u	0.174	0.521	0.333	2	1151	6	1151	0.288	1	vesicle docking	P01123, P07560
.......GO:0035303	u	0.174	0.521	0.333	2	1151	6	1151	0.288	1	regulation of dephosphorylation	P40075, P41895
.GO:0004871	u	0.174	0.521	0.333	2	1151	6	1151	0.288	1	signal transducer activity	P38011, Q01389
..GO:0006928	u	0.174	0.521	0.333	2	1151	6	1151	0.288	1	movement of cell or subcellular component	P60010, Q02647
.....GO:0051028	o	2.954	2.172	1.360	34	1151	25	1151	0.291	1	mRNA transport	P04147, P14907, P17629, P20449, P20676, P23615, P25555, P30822, P32499, P36036, P38074, P38199, P38333, P39517, P39705, P40040, P40069, P40457, P43586, P46947, P47047, P49687, P53165, P53552, Q01560, Q02455, Q03280, Q03790, Q05166, Q06505, Q07478, Q08162, Q08972, Q12159
....GO:0098657	u	1.651	2.346	0.704	19	1151	27	1151	0.297	1	import into cell	P06787, P17891, P21576, P22137, P23292, P25343, P25369, P32521, P32571, P32939, P34216, P36018, P38116, P40531, P53252, P60010, Q02201, Q03048, Q12230
....GO:0016773	u	2.259	3.041	0.743	26	1151	35	1151	0.299	1	phosphotransferase activity, alcohol group as acceptor	P00549, P04806, P04807, P08566, P15790, P16861, P16862, P17157, P17423, P17709, P19454, P21373, P21965, P23292, P23293, P29295, P32190, P32776, P35169, P39073, P40160, P47143, P54838, Q01389, Q02196, Q04409
..GO:0051235	u	0.434	0.869	0.500	5	1151	10	1151	0.3	1	maintenance of location	P21576, P36047, P43583, Q07878, Q12363
.....GO:0009896	o	1.303	0.782	1.667	15	1151	9	1151	0.305	1	positive regulation of catabolic process	P07248, P0C0X0, P17157, P22147, P25502, P32561, P33297, P33298, P33299, P40327, P43572, P53549, Q01939, Q06671, Q08649
....GO:0005829	o	15.030	13.467	1.116	173	1151	155	1151	0.311	1	cytosol	P00358, P00359, P00360, P00445, P00830, P00890, P00942, P00950, P00958, P01123, P04710, P04807, P05453, P05694, P06169, P06843, P07149, P07170, P07251, P07262, P07264, P07283, P07284, P07806, P07991, P08417, P09201, P09435, P09436, P09798, P0CS91, P0CX55, P10592, P10659, P12383, P12385, P13188, P14540, P15436, P15454, P15624, P15625, P17695, P18480, P18562, P18888, P19097, P19358, P19414, P19881, P19882, P20447, P20967, P22137, P22138, P22147, P22217, P22943, P23248, P23542, P24280, P25357, P25491, P25555, P25694, P26637, P26793, P28273, P28777, P28834, P29509, P32190, P32264, P32324, P32327, P32377, P32447, P32463, P32591, P32602, P32614, P32776, P32939, P33442, P33892, P34760, P35691, P36010, P36018, P37012, P37303, P38009, P38074, P38115, P38116, P38255, P38282, P38625, P38636, P38698, P38707, P38803, P38806, P38859, P38883, P39676, P39705, P39927, P39954, P40160, P40202, P40466, P40505, P40517, P40535, P41338, P41696, P41813, P41921, P42073, P42938, P42940, P43535, P43579, P43588, P46655, P46957, P46969, P47008, P47117, P47143, P52553, P52910, P53040, P53063, P53082, P53165, P53438, P53628, P53725, P53833, P54113, P54115, P54839, P89886, Q00055, Q01574, Q02046, Q02821, Q02890, Q02908, Q02961, Q03012, Q03330, Q03774, Q03833, Q03973, Q04002, Q04409, Q04773, Q05471, Q05506, Q06103, Q06624, Q06629, Q06685, Q06704, Q12109, Q12186, Q12189, Q12287, Q12434, Q12508
..GO:0003735	u	7.472	8.688	0.860	86	1151	100	1151	0.32	1	structural constituent of ribosome	P02406, P02407, P04449, P04456, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P07280, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10664, P12687, P14120, P14126, P17076, P17558, P19955, P22354, P23248, P25443, P26321, P26783, P26784, P26785, P29453, P33201, P33442, P35997, P36534, P38701, P38754, P39938, P40212, P40525, P40693, P41057, P41058, P41805, P46784, P46990, P48164, P48589, P49166, P49167, P53163, P53221, P53875, Q01163, Q01855, Q02326, Q02753, Q02950, Q03799, Q12672, Q3E754
...GO:0016651	u	0.869	1.390	0.625	10	1151	16	1151	0.324	1	oxidoreductase activity, acting on NAD(P)H	P00560, P09624, P22217, P25372, P29509, P32340, P38626, P41921, Q03558, Q12335
......GO:0016893	o	0.956	0.521	1.833	11	1151	6	1151	0.33	1	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	P0C2I9, P26793, P38336, P38859, P41812, P53063, P53833, Q02555, Q03434, Q05635, Q12472
....GO:0001558	o	0.956	0.521	1.833	11	1151	6	1151	0.33	1	regulation of cell growth	P01120, P18412, P20134, P35169, P40069, P40466, P41813, P47039, Q03063, Q03373, Q06685
......GO:0016796	o	0.956	0.521	1.833	11	1151	6	1151	0.33	1	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	P15436, P16550, P21951, P22147, P22936, P46957, P47110, Q02792, Q04344, Q08162, Q12149
....GO:0034637	u	0.956	1.477	0.647	11	1151	17	1151	0.342	1	cellular carbohydrate biosynthetic process	P09201, P14742, P16474, P29311, P31688, P32861, P34730, P37012, P40106, P41277, Q00764
......GO:1900430	o	0.608	0.261	2.333	7	1151	3	1151	0.343	1	positive regulation of filamentous growth of a population of unicellular organisms	P01120, P18412, P18480, P19659, P22082, P38255, Q05958
...GO:0044093	u	3.649	4.518	0.808	42	1151	52	1151	0.343	1	positive regulation of molecular function	P00445, P01120, P07278, P15873, P20424, P22141, P25365, P25451, P25491, P29055, P29547, P32468, P32471, P32499, P32602, P33892, P35191, P36008, P36047, P36149, P38431, P39960, P40151, P40202, P40517, P41895, P41920, P43583, P46672, P46784, P53165, P53193, P53743, P53940, Q01389, Q01939, Q02647, Q07914, Q07953, Q12154, Q12434, Q12449
....GO:1901566	u	19.374	21.025	0.921	223	1151	242	1151	0.35	1	organonitrogen compound biosynthetic process	P00498, P00815, P00830, P00890, P00899, P00927, P00931, P00937, P02406, P02407, P03965, P04037, P04449, P04456, P04710, P05030, P05317, P05374, P05626, P05694, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06106, P06168, P06208, P06785, P07170, P07244, P07245, P07251, P07259, P07262, P07263, P07264, P07275, P07280, P07342, P07991, P08465, P08566, P09440, P09457, P09624, P09950, P0C0T4, P0C0W1, P0C0W9, P0C0X0, P0C2H6, P0C2H8, P0CH08, P0CX23, P0CX25, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10664, P10869, P11484, P12687, P13298, P13663, P14120, P14126, P14742, P15454, P15700, P16120, P16622, P17076, P17423, P17558, P17898, P18562, P19955, P20051, P21373, P21954, P22354, P23248, P23542, P25039, P25443, P25567, P26321, P26783, P26784, P26785, P27616, P28241, P28272, P28274, P28777, P28834, P29311, P29453, P29952, P30902, P31116, P31373, P32264, P32288, P32389, P32449, P32495, P32563, P32582, P33309, P33330, P33442, P34167, P34247, P34730, P35691, P35997, P36010, P36534, P37291, P37292, P37303, P38009, P38075, P38077, P38122, P38625, P38701, P38754, P38787, P38788, P38891, P38972, P39522, P39533, P39925, P39938, P39954, P40012, P40185, P40212, P40495, P40506, P40510, P40525, P40545, P40693, P40970, P41057, P41058, P41805, P41940, P42938, P46784, P46990, P47039, P47124, P47143, P47176, P48164, P48525, P48570, P48589, P49089, P49166, P49167, P50094, P50095, P50861, P52893, P53090, P53163, P53184, P53221, P53875, P53909, P54113, P54885, P80210, Q01163, Q01217, Q01855, Q02046, Q02196, Q02326, Q02753, Q02950, Q03799, Q04004, Q04178, Q04728, Q05506, Q05775, Q05911, Q06178, Q06405, Q07540, Q12074, Q12122, Q12166, Q12178, Q12189, Q12672, Q3E754
...GO:0016875	o	2.172	1.564	1.389	25	1151	18	1151	0.356	1	ligase activity, forming carbon-oxygen bonds	P00958, P04801, P04802, P04803, P07263, P07284, P07806, P09436, P13188, P15180, P15624, P15625, P26637, P36421, P38088, P38705, P38707, P38708, P40493, P40825, P46655, P48525, P53852, Q05506, Q12109
