# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0000788	e	nuclear nucleosome	6/1159	4/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0000790	e	nuclear chromatin	23/1159	9/1159	0.0192	95	91.3	92.6	1
GO:0000791	p	euchromatin	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000792	e	heterochromatin	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000793	p	condensed chromosome	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0000794	p	condensed nuclear chromosome	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0000795	e	synaptonemal complex	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0000798	p	nuclear cohesin complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000800	e	lateral element	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000802	e	transverse filament	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000808	p	origin recognition complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000812	e	Swr1 complex	6/1159	3/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0000819	e	sister chromatid segregation	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000820	e	regulation of glutamine family amino acid metabolic process	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000822	p	inositol hexakisphosphate binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000828	e	inositol hexakisphosphate kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000829	e	inositol heptakisphosphate kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000830	e	inositol hexakisphosphate 4-kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000831	e	inositol hexakisphosphate 6-kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000832	e	inositol hexakisphosphate 5-kinase activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000835	p	ER ubiquitin ligase complex	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0000836	p	Hrd1p ubiquitin ligase complex	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0000837	e	Doa10p ubiquitin ligase complex	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0000839	p	Hrd1p ubiquitin ligase ERAD-L complex	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0000902	p	cell morphogenesis	1/1159	4/1159	0.374	1.85e+03	1.58e+03	1.8e+03	1
GO:0000906	p	6,7-dimethyl-8-ribityllumazine synthase activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000910	p	cytokinesis	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0000912	e	assembly of actomyosin apparatus involved in cytokinesis	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000915	e	actomyosin contractile ring assembly	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000916	p	actomyosin contractile ring contraction	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000921	p	septin ring assembly	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0000932	p	cytoplasmic mRNA processing body	9/1159	13/1159	0.521	2.58e+03	2.02e+03	2.51e+03	1
GO:0000940	e	condensed chromosome outer kinetochore	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000942	e	condensed nuclear chromosome outer kinetochore	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000943	p	retrotransposon nucleocapsid	3/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000947	e	amino acid catabolic process to alcohol via Ehrlich pathway	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000949	p	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000955	e	amino acid catabolic process via Ehrlich pathway	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000956	e	nuclear-transcribed mRNA catabolic process	24/1159	22/1159	0.882	4.36e+03	2.76e+03	4.25e+03	1
GO:0000959	e	mitochondrial RNA metabolic process	7/1159	5/1159	0.774	3.82e+03	2.56e+03	3.73e+03	1
GO:0000963	p	mitochondrial RNA processing	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000966	e	RNA 5'-end processing	19/1159	8/1159	0.0509	251	239	245	1
GO:0000967	e	rRNA 5'-end processing	19/1159	8/1159	0.0509	251	239	245	1
GO:0000972	e	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	9/1159	3/1159	0.145	716	656	698	1
GO:0000973	e	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery	6/1159	3/1159	0.507	2.51e+03	1.98e+03	2.44e+03	1
GO:0000974	p	Prp19 complex	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0000975	e	regulatory region DNA binding	21/1159	9/1159	0.0415	205	195	200	1
GO:0000976	e	transcription regulatory region sequence-specific DNA binding	18/1159	7/1159	0.0422	208	199	203	1
GO:0000977	e	RNA polymerase II regulatory region sequence-specific DNA binding	17/1159	5/1159	0.0164	81	78	79	1
GO:0000978	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding	14/1159	4/1159	0.0303	150	143	146	1
GO:0000979	e	RNA polymerase II core promoter sequence-specific DNA binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000981	e	sequence-specific DNA binding RNA polymerase II transcription factor activity	33/1159	8/1159	9.81e-05	0.485	0.479	0.473	1
GO:0000982	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity	17/1159	4/1159	0.00695	34.3	33.3	33.5	1
GO:0000983	e	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity	11/1159	2/1159	0.0221	109	105	106	1
GO:0000987	e	core promoter proximal region sequence-specific DNA binding	14/1159	5/1159	0.0625	309	292	301	1
GO:0000988	e	protein binding transcription factor activity	46/1159	19/1159	0.000927	4.58	4.48	4.46	1
GO:0000989	e	transcription factor binding transcription factor activity	39/1159	16/1159	0.00237	11.7	11.4	11.4	1
GO:0000990	e	core RNA polymerase binding transcription factor activity	12/1159	5/1159	0.142	702	644	684	1
GO:0000991	e	core RNA polymerase II binding transcription factor activity	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0000993	e	RNA polymerase II core binding	8/1159	4/1159	0.386	1.91e+03	1.61e+03	1.86e+03	1
GO:0000994	e	RNA polymerase III core binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0000995	e	core RNA polymerase III binding transcription factor activity	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0001007	e	RNA polymerase III transcription factor binding transcription factor activity	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001010	p	sequence-specific DNA binding transcription factor recruiting transcription factor activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001012	e	RNA polymerase II regulatory region DNA binding	18/1159	5/1159	0.0103	50.7	49	49.4	1
GO:0001015	e	snoRNA transcription from an RNA polymerase II promoter	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001016	p	RNA polymerase III regulatory region DNA binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001025	e	RNA polymerase III transcription factor binding	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0001026	e	TFIIIB-type transcription factor activity	3/1159	0/1159	0.25	1.23e+03	1.1e+03	1.2e+03	1
GO:0001042	e	RNA polymerase I core binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001046	e	core promoter sequence-specific DNA binding	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0001047	e	core promoter binding	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001054	p	RNA polymerase I activity	5/1159	6/1159	1	4.94e+03	1.82e+03	4.82e+03	1
GO:0001056	p	RNA polymerase III activity	2/1159	5/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0001067	e	regulatory region nucleic acid binding	23/1159	10/1159	0.0338	167	160	163	1
GO:0001068	e	transcription regulatory region RNA binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001069	e	regulatory region RNA binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001071	e	nucleic acid binding transcription factor activity	41/1159	13/1159	0.000148	0.729	0.72	0.711	1
GO:0001073	e	DNA binding transcription antitermination factor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001075	e	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly	10/1159	2/1159	0.0381	188	180	183	1
GO:0001076	e	RNA polymerase II transcription factor binding transcription factor activity	22/1159	9/1159	0.0284	140	134	137	1
GO:0001077	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	13/1159	2/1159	0.00721	35.6	34.5	34.7	1
GO:0001078	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	6/1159	1/1159	0.124	615	569	599	1
GO:0001079	p	nitrogen catabolite regulation of transcription from RNA polymerase II promoter	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001081	e	nitrogen catabolite repression of transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001082	e	RNA polymerase I transcription factor binding transcription factor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001083	e	RNA polymerase II basal transcription factor binding transcription factor activity	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001085	e	RNA polymerase II transcription factor binding	14/1159	6/1159	0.114	562	522	548	1
GO:0001088	e	TFIIE-class binding transcription factor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001089	e	TFIIF-class binding transcription factor activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001091	e	RNA polymerase II basal transcription factor binding	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001093	e	TFIIB-class transcription factor binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001094	e	TFIID-class transcription factor binding	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001095	e	TFIIE-class transcription factor binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001097	p	TFIIH-class transcription factor binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001098	e	basal transcription machinery binding	12/1159	6/1159	0.236	1.17e+03	1.04e+03	1.14e+03	1
GO:0001099	e	basal RNA polymerase II transcription machinery binding	12/1159	6/1159	0.236	1.17e+03	1.04e+03	1.14e+03	1
GO:0001100	p	negative regulation of exit from mitosis	1/1159	3/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001101	e	response to acid chemical	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0001102	e	RNA polymerase II activating transcription factor binding	10/1159	3/1159	0.0914	452	423	440	1
GO:0001103	e	RNA polymerase II repressing transcription factor binding	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001104	e	RNA polymerase II transcription cofactor activity	5/1159	3/1159	0.726	3.59e+03	2.5e+03	3.5e+03	1
GO:0001105	e	RNA polymerase II transcription coactivator activity	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001109	e	promoter clearance during DNA-templated transcription	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001111	e	promoter clearance from RNA polymerase II promoter	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001112	e	DNA-templated transcriptional open complex formation	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001113	p	transcriptional open complex formation at RNA polymerase II promoter	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001120	e	protein-DNA complex remodeling	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001128	p	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001129	p	TBP-class protein binding RNA polymerase II transcription factor activity involved in preinitiation complex assembly	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001132	p	TBP-class protein binding RNA polymerase II transcription factor activity	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001133	e	sequence-specific transcription regulatory region DNA binding RNA polymerase II transcription factor recruiting transcription factor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001134	e	transcription factor recruiting transcription factor activity	7/1159	3/1159	0.343	1.69e+03	1.46e+03	1.65e+03	1
GO:0001135	e	RNA polymerase II transcription factor recruiting transcription factor activity	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0001139	e	core RNA polymerase II recruiting transcription factor activity	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0001156	e	TFIIIC-class transcription factor binding	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0001159	e	core promoter proximal region DNA binding	14/1159	5/1159	0.0625	309	292	301	1
GO:0001173	e	DNA-templated transcriptional start site selection	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0001174	e	transcriptional start site selection at RNA polymerase II promoter	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0001178	e	regulation of transcriptional start site selection at RNA polymerase II promoter	3/1159	1/1159	0.625	3.09e+03	2.34e+03	3.01e+03	1
GO:0001179	e	RNA polymerase I transcription factor binding	2/1159	0/1159	0.5	2.47e+03	2e+03	2.41e+03	1
GO:0001181	p	core RNA polymerase I binding transcription factor activity	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001186	e	RNA polymerase I transcription factor recruiting transcription factor activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001190	e	RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0001191	e	RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription	4/1159	2/1159	0.687	3.4e+03	2.43e+03	3.31e+03	1
GO:0001192	p	maintenance of transcriptional fidelity during DNA-templated transcription elongation	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0001195	e	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001196	e	regulation of mating-type specific transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001198	e	negative regulation of mating-type specific transcription from RNA polymerase II promoter	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001207	e	histone displacement	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001221	e	transcription cofactor binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001222	e	transcription corepressor binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001223	e	transcription coactivator binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001224	e	RNA polymerase II transcription cofactor binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001225	e	RNA polymerase II transcription coactivator binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001226	e	RNA polymerase II transcription corepressor binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001227	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	6/1159	1/1159	0.124	615	569	599	1
GO:0001228	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	13/1159	2/1159	0.00721	35.6	34.5	34.7	1
GO:0001300	e	chronological cell aging	9/1159	6/1159	0.606	3e+03	2.29e+03	2.92e+03	1
GO:0001301	p	progressive alteration of chromatin involved in cell aging	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001302	e	replicative cell aging	15/1159	11/1159	0.555	2.74e+03	2.12e+03	2.67e+03	1
GO:0001304	p	progressive alteration of chromatin involved in replicative cell aging	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001306	p	age-dependent response to oxidative stress	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0001308	p	negative regulation of chromatin silencing involved in replicative cell aging	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001315	p	age-dependent response to reactive oxygen species	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0001319	p	inheritance of oxidatively modified proteins involved in replicative cell aging	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001320	p	age-dependent response to reactive oxygen species involved in chronological cell aging	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0001324	p	age-dependent response to oxidative stress involved in chronological cell aging	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0001400	p	mating projection base	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001402	p	signal transduction involved in filamentous growth	2/1159	3/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0001403	p	invasive growth in response to glucose limitation	5/1159	7/1159	0.774	3.82e+03	2.56e+03	3.73e+03	1
GO:0001405	e	presequence translocase-associated import motor	5/1159	2/1159	0.452	2.24e+03	1.85e+03	2.18e+03	1
GO:0001408	e	guanine nucleotide transport	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001409	e	guanine nucleotide transmembrane transporter activity	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001510	e	RNA methylation	11/1159	9/1159	0.823	4.07e+03	2.64e+03	3.96e+03	1
GO:0001522	e	pseudouridine synthesis	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001558	e	regulation of cell growth	9/1159	4/1159	0.265	1.31e+03	1.16e+03	1.28e+03	1
GO:0001666	e	response to hypoxia	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001671	e	ATPase activator activity	7/1159	4/1159	0.548	2.71e+03	2.11e+03	2.64e+03	1
GO:0001672	e	regulation of chromatin assembly or disassembly	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001676	e	long-chain fatty acid metabolic process	5/1159	4/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001680	e	tRNA 3'-terminal CCA addition	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001682	e	tRNA 5'-leader removal	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001731	p	formation of translation preinitiation complex	7/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001732	p	formation of cytoplasmic translation initiation complex	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0001786	e	phosphatidylserine binding	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0001882	e	nucleoside binding	221/1159	192/1159	0.128	635	585	619	1
GO:0001883	e	purine nucleoside binding	219/1159	191/1159	0.142	700	643	682	1
GO:0001932	p	regulation of protein phosphorylation	12/1159	16/1159	0.569	2.81e+03	2.17e+03	2.74e+03	1
GO:0001933	p	negative regulation of protein phosphorylation	4/1159	6/1159	0.753	3.72e+03	2.53e+03	3.63e+03	1
GO:0001934	p	positive regulation of protein phosphorylation	7/1159	8/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001948	p	glycoprotein binding	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0001965	p	G-protein alpha-subunit binding	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0002097	p	tRNA wobble base modification	5/1159	5/1159	1	4.94e+03	2.84e+03	4.82e+03	1
GO:0002098	p	tRNA wobble uridine modification	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0002101	e	tRNA wobble cytosine modification	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0002109	p	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S)	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0002127	e	wobble base cytosine methylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0002143	p	tRNA wobble position uridine thiolation	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0002161	e	aminoacyl-tRNA editing activity	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0002178	p	palmitoyltransferase complex	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0002181	p	cytoplasmic translation	80/1159	86/1159	0.687	3.4e+03	2.38e+03	3.31e+03	1
GO:0002183	p	cytoplasmic translational initiation	3/1159	3/1159	1	4.94e+03	1.91e+03	4.82e+03	1
GO:0002188	p	translation reinitiation	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0002189	p	ribose phosphate diphosphokinase complex	2/1159	2/1159	1	4.94e+03	3.09e+03	4.82e+03	1
GO:0002943	p	tRNA dihydrouridine synthesis	1/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0002946	e	tRNA C5-cytosine methylation	1/1159	0/1159	1	4.94e+03	2.51e+03	4.82e+03	1
GO:0003006	e	developmental process involved in reproduction	21/1159	19/1159	0.874	4.32e+03	2.74e+03	4.21e+03	1
GO:0003400	p	regulation of COPII vesicle coating	1/1159	2/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0003674	e	molecular_function	1155/1159	1121/1159	4.41e-08	0.000218	0.000217	0.000213	0.91
GO:0003676	e	nucleic acid binding	331/1159	236/1159	5.37e-06	0.0265	0.0263	0.0259	1
GO:0003677	e	DNA binding	141/1159	78/1159	9.48e-06	0.0468	0.0464	0.0457	1
GO:0003678	e	DNA helicase activity	9/1159	4/1159	0.265	1.31e+03	1.16e+03	1.28e+03	1
GO:0003682	e	chromatin binding	44/1159	19/1159	0.00194	9.57	9.36	9.33	1
GO:0003684	e	damaged DNA binding	3/1159	2/1159	1	4.94e+03	2.72e+03	4.82e+03	1
GO:0003688	e	DNA replication origin binding	11/1159	7/1159	0.479	2.37e+03	1.93e+03	2.31e+03	1
GO:0003689	e	DNA clamp loader activity	2/1159	1/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0003690	e	double-stranded DNA binding	9/1159	7/1159	0.803	3.97e+03	2.6e+03	3.87e+03	1
GO:0003697	p	single-stranded DNA binding	10/1159	11/1159	1	4.94e+03	1.78e+03	4.82e+03	1
GO:0003700	e	sequence-specific DNA binding transcription factor activity	41/1159	13/1159	0.000148	0.729	0.72	0.711	1
GO:0003712	e	transcription cofactor activity	16/1159	9/1159	0.227	1.12e+03	1e+03	1.09e+03	1
GO:0003713	e	transcription coactivator activity	12/1159	5/1159	0.142	702	644	684	1
GO:0003714	p	transcription corepressor activity	4/1159	4/1159	1	4.94e+03	2.79e+03	4.82e+03	1
GO:0003723	e	RNA binding	191/1159	160/1159	0.0821	406	380	395	1
GO:0003724	e	RNA helicase activity	21/1159	11/1159	0.108	532	495	519	1
GO:0003725	e	double-stranded RNA binding	4/1159	3/1159	1	4.94e+03	1.77e+03	4.82e+03	1
GO:0003727	e	single-stranded RNA binding	8/1159	6/1159	0.79	3.9e+03	2.58e+03	3.81e+03	1
GO:0003729	p	mRNA binding	18/1159	24/1159	0.437	2.16e+03	1.79e+03	2.1e+03	1
GO:0003735	p	structural constituent of ribosome	84/1159	95/1159	0.437	2.16e+03	1.79e+03	2.1e+03	1
GO:0003743	p	translation initiation factor activity	19/1159	19/1159	1	4.94e+03	2.85e+03	4.82e+03	1
