# min_ratio=None pval=None
id	enrichment	description	ratio_in_study	ratio_in_pop	p_uncorrected	p_bonferroni	p_holm	p_sidak	p_fdr
GO:0000802	e	transverse filament	1/1159	0/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0000808	p	origin recognition complex	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0000812	e	Swr1 complex	6/1159	10/4258	0.0297	147	120	143	n.a.
GO:0000819	p	sister chromatid segregation	5/1159	20/4258	1	4.94e+03	428	4.82e+03	n.a.
GO:0000820	e	regulation of glutamine family amino acid metabolic process	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0000822	e	inositol hexakisphosphate binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0000828	e	inositol hexakisphosphate kinase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0000829	e	inositol heptakisphosphate kinase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0000830	e	inositol hexakisphosphate 4-kinase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0000831	e	inositol hexakisphosphate 6-kinase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0000832	e	inositol hexakisphosphate 5-kinase activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0000835	p	ER ubiquitin ligase complex	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0000836	e	Hrd1p ubiquitin ligase complex	3/1159	11/4258	1	4.94e+03	61	4.82e+03	n.a.
GO:0000837	e	Doa10p ubiquitin ligase complex	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0000839	e	Hrd1p ubiquitin ligase ERAD-L complex	3/1159	11/4258	1	4.94e+03	61	4.82e+03	n.a.
GO:0000902	p	cell morphogenesis	1/1159	16/4258	0.0867	428	312	418	n.a.
GO:0000906	e	6,7-dimethyl-8-ribityllumazine synthase activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0000910	p	cytokinesis	2/1159	9/4258	1	4.94e+03	825	4.82e+03	n.a.
GO:0000912	e	assembly of actomyosin apparatus involved in cytokinesis	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0000915	e	actomyosin contractile ring assembly	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0000916	p	actomyosin contractile ring contraction	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0000921	p	septin ring assembly	3/1159	12/4258	1	4.94e+03	839	4.82e+03	n.a.
GO:0000932	p	cytoplasmic mRNA processing body	9/1159	41/4258	0.597	2.95e+03	823	2.87e+03	n.a.
GO:0000940	p	condensed chromosome outer kinetochore	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0000942	p	condensed nuclear chromosome outer kinetochore	2/1159	10/4258	1	4.94e+03	780	4.82e+03	n.a.
GO:0000943	p	retrotransposon nucleocapsid	3/1159	21/4258	0.225	1.11e+03	709	1.08e+03	n.a.
GO:0000947	e	amino acid catabolic process to alcohol via Ehrlich pathway	5/1159	10/4258	0.148	732	506	713	n.a.
GO:0000949	p	aromatic amino acid family catabolic process to alcohol via Ehrlich pathway	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0000955	e	amino acid catabolic process via Ehrlich pathway	5/1159	10/4258	0.148	732	506	713	n.a.
GO:0000956	e	nuclear-transcribed mRNA catabolic process	24/1159	79/4258	0.525	2.59e+03	780	2.53e+03	n.a.
GO:0000959	e	mitochondrial RNA metabolic process	7/1159	25/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0000963	p	mitochondrial RNA processing	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0000966	e	RNA 5'-end processing	19/1159	33/4258	0.000248	1.23	1.15	1.2	n.a.
GO:0000967	e	rRNA 5'-end processing	19/1159	32/4258	0.000163	0.803	0.755	0.783	n.a.
GO:0000972	e	transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	9/1159	19/4258	0.0669	331	257	322	n.a.
GO:0000973	e	posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery	6/1159	16/4258	0.399	1.97e+03	826	1.92e+03	n.a.
GO:0000974	p	Prp19 complex	1/1159	9/4258	0.459	2.27e+03	913	2.21e+03	n.a.
GO:0000975	e	regulatory region DNA binding	21/1159	65/4258	0.399	1.97e+03	826	1.92e+03	n.a.
GO:0000976	e	transcription regulatory region sequence-specific DNA binding	18/1159	56/4258	0.45	2.22e+03	911	2.17e+03	n.a.
GO:0000977	e	RNA polymerase II regulatory region sequence-specific DNA binding	17/1159	38/4258	0.026	129	105	125	n.a.
GO:0000978	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding	14/1159	33/4258	0.0744	368	272	358	n.a.
GO:0000979	e	RNA polymerase II core promoter sequence-specific DNA binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0000981	e	sequence-specific DNA binding RNA polymerase II transcription factor activity	33/1159	77/4258	0.0028	13.8	12.4	13.5	n.a.
GO:0000982	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity	17/1159	42/4258	0.0567	280	221	273	n.a.
GO:0000983	e	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity	11/1159	16/4258	0.000622	3.07	2.85	3	n.a.
GO:0000987	e	core promoter proximal region sequence-specific DNA binding	14/1159	42/4258	0.385	1.9e+03	815	1.85e+03	n.a.
GO:0000988	e	protein binding transcription factor activity	46/1159	111/4258	0.00109	5.39	4.94	5.26	n.a.
GO:0000989	e	transcription factor binding transcription factor activity	39/1159	93/4258	0.00203	10	9.1	9.79	n.a.
GO:0000990	e	core RNA polymerase binding transcription factor activity	12/1159	26/4258	0.0438	216	174	211	n.a.
GO:0000991	e	core RNA polymerase II binding transcription factor activity	7/1159	12/4258	0.0227	112	92.5	109	n.a.
GO:0000993	e	RNA polymerase II core binding	8/1159	14/4258	0.029	143	117	140	n.a.
GO:0000994	e	RNA polymerase III core binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0000995	e	core RNA polymerase III binding transcription factor activity	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0001007	e	RNA polymerase III transcription factor binding transcription factor activity	3/1159	10/4258	0.737	3.64e+03	777	3.55e+03	n.a.
GO:0001010	p	sequence-specific DNA binding transcription factor recruiting transcription factor activity	1/1159	11/4258	0.308	1.52e+03	705	1.48e+03	n.a.
GO:0001012	e	RNA polymerase II regulatory region DNA binding	18/1159	39/4258	0.0108	53.6	46.2	52.2	n.a.
GO:0001015	e	snoRNA transcription from an RNA polymerase II promoter	3/1159	4/4258	0.0641	317	249	309	n.a.
GO:0001016	p	RNA polymerase III regulatory region DNA binding	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0001025	e	RNA polymerase III transcription factor binding	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0001026	e	TFIIIB-type transcription factor activity	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0001042	e	RNA polymerase I core binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001046	e	core promoter sequence-specific DNA binding	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0001047	e	core promoter binding	4/1159	10/4258	0.475	2.35e+03	735	2.29e+03	n.a.
GO:0001054	e	RNA polymerase I activity	5/1159	14/4258	0.547	2.71e+03	790	2.64e+03	n.a.
GO:0001056	p	RNA polymerase III activity	2/1159	17/4258	0.182	899	609	876	n.a.
GO:0001067	e	regulatory region nucleic acid binding	23/1159	67/4258	0.212	1.05e+03	671	1.02e+03	n.a.
GO:0001068	e	transcription regulatory region RNA binding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001069	e	regulatory region RNA binding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001071	e	nucleic acid binding transcription factor activity	41/1159	106/4258	0.0106	52.4	45.1	51	n.a.
GO:0001073	e	DNA binding transcription antitermination factor activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001075	e	RNA polymerase II core promoter sequence-specific DNA binding transcription factor activity involved in preinitiation complex assembly	10/1159	15/4258	0.0016	7.92	7.22	7.72	n.a.
GO:0001076	e	RNA polymerase II transcription factor binding transcription factor activity	22/1159	52/4258	0.0182	89.8	76.1	87.6	n.a.
GO:0001077	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	13/1159	25/4258	0.0109	53.7	46.2	52.3	n.a.
GO:0001078	e	RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	6/1159	14/4258	0.227	1.12e+03	708	1.09e+03	n.a.
GO:0001079	p	nitrogen catabolite regulation of transcription from RNA polymerase II promoter	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0001081	e	nitrogen catabolite repression of transcription from RNA polymerase II promoter	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001082	e	RNA polymerase I transcription factor binding transcription factor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001083	e	RNA polymerase II basal transcription factor binding transcription factor activity	4/1159	12/4258	0.745	3.68e+03	751	3.59e+03	n.a.
GO:0001085	e	RNA polymerase II transcription factor binding	14/1159	33/4258	0.0744	368	272	358	n.a.
GO:0001088	e	TFIIE-class binding transcription factor activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001089	e	TFIIF-class binding transcription factor activity	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001091	e	RNA polymerase II basal transcription factor binding	3/1159	8/4258	0.456	2.25e+03	920	2.2e+03	n.a.
GO:0001093	e	TFIIB-class transcription factor binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001094	e	TFIID-class transcription factor binding	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0001095	e	TFIIE-class transcription factor binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001097	p	TFIIH-class transcription factor binding	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0001098	e	basal transcription machinery binding	12/1159	22/4258	0.00691	34.1	29.7	33.3	n.a.
GO:0001099	e	basal RNA polymerase II transcription machinery binding	12/1159	22/4258	0.00691	34.1	29.7	33.3	n.a.
GO:0001100	p	negative regulation of exit from mitosis	1/1159	14/4258	0.131	647	452	631	n.a.
GO:0001101	e	response to acid chemical	5/1159	13/4258	0.359	1.77e+03	776	1.73e+03	n.a.
GO:0001102	e	RNA polymerase II activating transcription factor binding	10/1159	19/4258	0.0187	92.4	78.1	90.1	n.a.
GO:0001103	e	RNA polymerase II repressing transcription factor binding	3/1159	9/4258	0.711	3.51e+03	771	3.43e+03	n.a.
GO:0001104	p	RNA polymerase II transcription cofactor activity	5/1159	21/4258	1	4.94e+03	852	4.82e+03	n.a.
GO:0001105	e	RNA polymerase II transcription coactivator activity	3/1159	9/4258	0.711	3.51e+03	771	3.43e+03	n.a.
GO:0001109	e	promoter clearance during DNA-templated transcription	3/1159	4/4258	0.0641	317	249	309	n.a.
GO:0001111	e	promoter clearance from RNA polymerase II promoter	3/1159	4/4258	0.0641	317	249	309	n.a.
GO:0001112	e	DNA-templated transcriptional open complex formation	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0001113	p	transcriptional open complex formation at RNA polymerase II promoter	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0001120	e	protein-DNA complex remodeling	3/1159	6/4258	0.354	1.75e+03	788	1.71e+03	n.a.
GO:0001128	p	RNA polymerase II transcription coactivator activity involved in preinitiation complex assembly	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0001129	p	TBP-class protein binding RNA polymerase II transcription factor activity involved in preinitiation complex assembly	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0001132	p	TBP-class protein binding RNA polymerase II transcription factor activity	1/1159	8/4258	0.691	3.42e+03	774	3.33e+03	n.a.
GO:0001133	p	sequence-specific transcription regulatory region DNA binding RNA polymerase II transcription factor recruiting transcription factor activity	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0001134	e	transcription factor recruiting transcription factor activity	7/1159	25/4258	1	4.94e+03	1	4.82e+03	n.a.
GO:0001135	e	RNA polymerase II transcription factor recruiting transcription factor activity	5/1159	12/4258	0.327	1.62e+03	737	1.58e+03	n.a.
GO:0001139	e	core RNA polymerase II recruiting transcription factor activity	4/1159	6/4258	0.0504	249	199	243	n.a.
GO:0001156	e	TFIIIC-class transcription factor binding	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0001159	e	core promoter proximal region DNA binding	14/1159	42/4258	0.385	1.9e+03	815	1.85e+03	n.a.
GO:0001173	e	DNA-templated transcriptional start site selection	5/1159	6/4258	0.00689	34.1	29.8	33.2	n.a.
GO:0001174	e	transcriptional start site selection at RNA polymerase II promoter	5/1159	6/4258	0.00689	34.1	29.8	33.2	n.a.
GO:0001178	e	regulation of transcriptional start site selection at RNA polymerase II promoter	3/1159	3/4258	0.0201	99.5	83.6	97	n.a.
GO:0001179	e	RNA polymerase I transcription factor binding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001181	e	core RNA polymerase I binding transcription factor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001186	e	RNA polymerase I transcription factor recruiting transcription factor activity	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001190	e	RNA polymerase II transcription factor binding transcription factor activity involved in positive regulation of transcription	5/1159	11/4258	0.183	906	591	883	n.a.
GO:0001191	e	RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription	4/1159	10/4258	0.475	2.35e+03	735	2.29e+03	n.a.
GO:0001192	e	maintenance of transcriptional fidelity during DNA-templated transcription elongation	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0001195	e	maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001196	e	regulation of mating-type specific transcription from RNA polymerase II promoter	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001198	e	negative regulation of mating-type specific transcription from RNA polymerase II promoter	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001207	e	histone displacement	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001221	e	transcription cofactor binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001222	e	transcription corepressor binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001223	e	transcription coactivator binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001224	e	RNA polymerase II transcription cofactor binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001225	e	RNA polymerase II transcription coactivator binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001226	e	RNA polymerase II transcription corepressor binding	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001227	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription	6/1159	14/4258	0.227	1.12e+03	708	1.09e+03	n.a.
GO:0001228	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription	13/1159	25/4258	0.0109	53.7	46.2	52.3	n.a.
GO:0001300	e	chronological cell aging	9/1159	17/4258	0.026	128	105	125	n.a.
GO:0001301	p	progressive alteration of chromatin involved in cell aging	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
GO:0001302	e	replicative cell aging	15/1159	37/4258	0.0926	458	332	446	n.a.
GO:0001304	p	progressive alteration of chromatin involved in replicative cell aging	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0001306	e	age-dependent response to oxidative stress	2/1159	7/4258	1	4.94e+03	630	4.82e+03	n.a.
GO:0001308	p	negative regulation of chromatin silencing involved in replicative cell aging	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0001315	e	age-dependent response to reactive oxygen species	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0001319	e	inheritance of oxidatively modified proteins involved in replicative cell aging	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001320	e	age-dependent response to reactive oxygen species involved in chronological cell aging	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0001324	e	age-dependent response to oxidative stress involved in chronological cell aging	2/1159	6/4258	0.666	3.29e+03	827	3.21e+03	n.a.
GO:0001400	p	mating projection base	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0001402	p	signal transduction involved in filamentous growth	2/1159	11/4258	0.738	3.65e+03	761	3.55e+03	n.a.
GO:0001403	p	invasive growth in response to glucose limitation	5/1159	33/4258	0.167	827	564	806	n.a.
GO:0001405	e	presequence translocase-associated import motor	5/1159	5/4258	0.00148	7.34	6.7	7.15	n.a.
GO:0001408	e	guanine nucleotide transport	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001409	e	guanine nucleotide transmembrane transporter activity	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001510	e	RNA methylation	11/1159	37/4258	0.713	3.52e+03	761	3.43e+03	n.a.
GO:0001522	e	pseudouridine synthesis	5/1159	12/4258	0.327	1.62e+03	737	1.58e+03	n.a.
GO:0001558	e	regulation of cell growth	9/1159	23/4258	0.238	1.18e+03	736	1.15e+03	n.a.
GO:0001666	e	response to hypoxia	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001671	e	ATPase activator activity	7/1159	14/4258	0.0699	346	267	337	n.a.
GO:0001672	e	regulation of chromatin assembly or disassembly	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001676	e	long-chain fatty acid metabolic process	5/1159	9/4258	0.0681	337	261	328	n.a.
GO:0001680	e	tRNA 3'-terminal CCA addition	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0001682	e	tRNA 5'-leader removal	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001731	e	formation of translation preinitiation complex	7/1159	14/4258	0.0699	346	267	337	n.a.
GO:0001732	e	formation of cytoplasmic translation initiation complex	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0001786	p	phosphatidylserine binding	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0001882	e	nucleoside binding	221/1159	646/4258	2.31e-05	0.114	0.109	0.112	n.a.
GO:0001883	e	purine nucleoside binding	219/1159	641/4258	2.71e-05	0.134	0.128	0.131	n.a.
GO:0001932	p	regulation of protein phosphorylation	12/1159	70/4258	0.0583	288	227	281	n.a.
GO:0001933	p	negative regulation of protein phosphorylation	4/1159	21/4258	0.472	2.33e+03	736	2.27e+03	n.a.
GO:0001934	p	positive regulation of protein phosphorylation	7/1159	34/4258	0.445	2.2e+03	905	2.14e+03	n.a.
GO:0001948	e	glycoprotein binding	1/1159	2/4258	0.47	2.32e+03	913	2.27e+03	n.a.
GO:0001965	e	G-protein alpha-subunit binding	2/1159	2/4258	0.074	366	281	357	n.a.
GO:0002097	p	tRNA wobble base modification	5/1159	23/4258	0.646	3.19e+03	811	3.11e+03	n.a.
GO:0002098	p	tRNA wobble uridine modification	4/1159	22/4258	0.472	2.34e+03	734	2.28e+03	n.a.
GO:0002101	e	tRNA wobble cytosine modification	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0002109	e	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA,5S)	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0002127	e	wobble base cytosine methylation	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0002143	p	tRNA wobble position uridine thiolation	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0002161	e	aminoacyl-tRNA editing activity	4/1159	7/4258	0.0927	458	332	447	n.a.
GO:0002178	p	palmitoyltransferase complex	1/1159	6/4258	1	4.94e+03	726	4.82e+03	n.a.
GO:0002181	e	cytoplasmic translation	80/1159	123/4258	1.78e-10	8.79e-07	8.75e-07	8.57e-07	n.a.
GO:0002183	e	cytoplasmic translational initiation	3/1159	5/4258	0.128	633	448	617	n.a.
GO:0002188	e	translation reinitiation	2/1159	3/4258	0.182	899	607	876	n.a.
GO:0002189	e	ribose phosphate diphosphokinase complex	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0002943	p	tRNA dihydrouridine synthesis	1/1159	4/4258	1	4.94e+03	562	4.82e+03	n.a.
GO:0002946	e	tRNA C5-cytosine methylation	1/1159	1/4258	0.272	1.35e+03	824	1.31e+03	n.a.
GO:0003006	e	developmental process involved in reproduction	21/1159	63/4258	0.317	1.57e+03	718	1.53e+03	n.a.
GO:0003400	p	regulation of COPII vesicle coating	1/1159	5/4258	1	4.94e+03	409	4.82e+03	n.a.
GO:0003674	e	molecular_function	1155/1159	4242/4258	1	4.94e+03	792	4.82e+03	n.a.
GO:0003676	e	nucleic acid binding	331/1159	843/4258	3.24e-10	1.6e-06	1.58e-06	1.56e-06	n.a.
GO:0003677	e	DNA binding	141/1159	382/4258	1.37e-05	0.0675	0.0646	0.0658	n.a.
GO:0003678	e	DNA helicase activity	9/1159	30/4258	0.686	3.39e+03	776	3.3e+03	n.a.
GO:0003682	e	chromatin binding	44/1159	104/4258	0.000762	3.76	3.47	3.67	n.a.
GO:0003684	p	damaged DNA binding	3/1159	19/4258	0.314	1.55e+03	713	1.51e+03	n.a.
GO:0003688	e	DNA replication origin binding	11/1159	27/4258	0.129	637	447	621	n.a.
GO:0003689	e	DNA clamp loader activity	2/1159	5/4258	0.618	3.05e+03	837	2.98e+03	n.a.
GO:0003690	p	double-stranded DNA binding	9/1159	34/4258	1	4.94e+03	794	4.82e+03	n.a.
GO:0003697	p	single-stranded DNA binding	10/1159	45/4258	0.505	2.5e+03	757	2.43e+03	n.a.
GO:0003700	e	sequence-specific DNA binding transcription factor activity	41/1159	106/4258	0.0106	52.4	45.1	51	n.a.
GO:0003712	e	transcription cofactor activity	16/1159	47/4258	0.322	1.59e+03	728	1.55e+03	n.a.
GO:0003713	e	transcription coactivator activity	12/1159	23/4258	0.0158	78.2	66.4	76.2	n.a.
GO:0003714	e	transcription corepressor activity	4/1159	14/4258	1	4.94e+03	754	4.82e+03	n.a.
GO:0003723	e	RNA binding	191/1159	464/4258	2.21e-10	1.09e-06	1.08e-06	1.06e-06	n.a.
GO:0003724	e	RNA helicase activity	21/1159	39/4258	0.000431	2.13	1.98	2.08	n.a.
GO:0003725	e	double-stranded RNA binding	4/1159	6/4258	0.0504	249	199	243	n.a.
GO:0003727	e	single-stranded RNA binding	8/1159	14/4258	0.029	143	117	140	n.a.
GO:0003729	e	mRNA binding	18/1159	66/4258	1	4.94e+03	32	4.82e+03	n.a.
GO:0003735	e	structural constituent of ribosome	84/1159	180/4258	1.53e-08	7.55e-05	7.39e-05	7.36e-05	n.a.
GO:0003743	e	translation initiation factor activity	19/1159	36/4258	0.00112	5.54	5.08	5.4	n.a.
GO:0003746	e	translation elongation factor activity	8/1159	12/4258	0.00491	24.2	21.6	23.6	n.a.
GO:0003747	e	translation release factor activity	2/1159	4/4258	0.3	1.48e+03	725	1.44e+03	n.a.
GO:0003755	e	peptidyl-prolyl cis-trans isomerase activity	5/1159	16/4258	0.779	3.85e+03	741	3.75e+03	n.a.
GO:0003756	p	protein disulfide isomerase activity	1/1159	7/4258	0.682	3.37e+03	807	3.29e+03	n.a.
